帧号,时间(秒),状态,置信度
32854,1642.7,open,1.0
32855,1642.75,open,1.0
32856,1642.8,open,1.0
32857,1642.85,open,1.0
32858,1642.9,open,1.0
32859,1642.95,open,1.0
32860,1643.0,open,1.0
32861,1643.05,open,1.0
32862,1643.1,open,1.0
32863,1643.15,open,1.0
32864,1643.2,open,1.0
32865,1643.25,open,1.0
32866,1643.3,open,1.0
32867,1643.35,open,1.0
32868,1643.4,open,1.0
32869,1643.45,open,1.0
32870,1643.5,open,1.0
32871,1643.55,open,1.0
32872,1643.6,open,1.0
32873,1643.65,open,1.0
32874,1643.7,open,1.0
32875,1643.75,open,1.0
32876,1643.8,open,1.0
32877,1643.85,open,1.0
32878,1643.9,open,1.0
32879,1643.95,open,1.0
32880,1644.0,open,1.0
32881,1644.05,open,1.0
32882,1644.1,open,1.0
32883,1644.15,open,1.0
32884,1644.2,open,1.0
32885,1644.25,close,0.9255
32886,1644.3,open,0.9999
32887,1644.35,open,1.0
32888,1644.4,open,1.0
32889,1644.45,open,1.0
32890,1644.5,open,1.0
32891,1644.55,open,1.0
32892,1644.6,open,1.0
32893,1644.65,open,1.0
32894,1644.7,open,1.0
32895,1644.75,open,1.0
32896,1644.8,open,1.0
32897,1644.85,open,1.0
32898,1644.9,open,1.0
32899,1644.95,open,1.0
32900,1645.0,open,1.0
32901,1645.05,open,1.0
32902,1645.1,open,1.0
32903,1645.15,open,1.0
32904,1645.2,open,1.0
32905,1645.25,open,1.0
32906,1645.3,open,1.0
32907,1645.35,open,1.0
32908,1645.4,open,1.0
32909,1645.45,open,1.0
32910,1645.5,open,1.0
32911,1645.55,open,1.0
32912,1645.6,open,1.0
32913,1645.65,open,1.0
32914,1645.7,open,1.0
32915,1645.75,open,1.0
32916,1645.8,open,0.9999
32917,1645.85,open,1.0
32918,1645.9,open,1.0
32919,1645.95,open,0.9944
32920,1646.0,close,0.9957
32921,1646.05,close,0.898
32922,1646.1,open,0.9998
32923,1646.15,open,1.0
32924,1646.2,open,1.0
32925,1646.25,open,1.0
32926,1646.3,open,1.0
32927,1646.35,open,1.0
32928,1646.4,open,0.9999
32929,1646.45,open,0.9999
32930,1646.5,open,0.9999
32931,1646.55,open,1.0
32932,1646.6,open,1.0
32933,1646.65,open,0.9999
32934,1646.7,open,0.9999
32935,1646.75,open,0.9999
32936,1646.8,open,0.9999
32937,1646.85,open,0.9999
32938,1646.9,open,0.9999
32939,1646.95,open,0.9999
32940,1647.0,open,0.9999
32941,1647.05,open,0.9999
32942,1647.1,open,0.9999
32943,1647.15,open,0.9999
32944,1647.2,open,1.0
32945,1647.25,open,1.0
32946,1647.3,close,0.8823
32947,1647.35,close,0.9981
32948,1647.4,close,0.5761
32949,1647.45,open,1.0
32950,1647.5,open,1.0
32951,1647.55,open,1.0
32952,1647.6,open,0.9999
32953,1647.65,open,0.9999
32954,1647.7,open,0.9999
32955,1647.75,open,0.9999
32956,1647.8,open,0.9999
32957,1647.85,open,0.9999
32958,1647.9,open,0.9999
32959,1647.95,open,0.9999
32960,1648.0,open,0.9999
32961,1648.05,open,0.9999
32962,1648.1,open,0.9999
32963,1648.15,open,0.9999
32964,1648.2,open,0.9999
32965,1648.25,open,0.9999
32966,1648.3,open,0.9999
32967,1648.35,open,0.9999
32968,1648.4,open,0.9999
32969,1648.45,open,0.9999
32970,1648.5,open,0.9999
32971,1648.55,open,0.9999
32972,1648.6,open,0.9999
32973,1648.65,open,0.9999
32974,1648.7,open,0.9999
32975,1648.75,open,0.9999
32976,1648.8,open,0.9999
32977,1648.85,open,0.9999
32978,1648.9,open,0.9999
32979,1648.95,open,1.0
32980,1649.0,open,0.9999
32981,1649.05,open,0.9999
32982,1649.1,open,0.9999
32983,1649.15,open,1.0
32984,1649.2,open,1.0
32985,1649.25,open,1.0
32986,1649.3,open,1.0
32987,1649.35,open,1.0
32988,1649.4,open,0.9999
32989,1649.45,open,0.9999
32990,1649.5,open,1.0
32991,1649.55,open,1.0
32992,1649.6,open,1.0
32993,1649.65,open,1.0
32994,1649.7,open,1.0
32995,1649.75,open,0.9643
32996,1649.8,close,0.9966
32997,1649.85,close,0.9758
32998,1649.9,open,0.9994
32999,1649.95,open,1.0
33000,1650.0,open,1.0
33001,1650.05,open,1.0
33002,1650.1,open,1.0
33003,1650.15,open,1.0
33004,1650.2,open,1.0
33005,1650.25,open,1.0
33006,1650.3,open,1.0
33007,1650.35,open,1.0
33008,1650.4,open,1.0
33009,1650.45,open,1.0
33010,1650.5,open,1.0
33011,1650.55,open,1.0
33012,1650.6,open,1.0
33013,1650.65,open,1.0
33014,1650.7,open,1.0
33015,1650.75,open,1.0
33016,1650.8,open,1.0
33017,1650.85,open,1.0
33018,1650.9,open,1.0
33019,1650.95,open,1.0
33020,1651.0,open,1.0
33021,1651.05,open,1.0
33022,1651.1,open,1.0
33023,1651.15,open,1.0
33024,1651.2,open,1.0
33025,1651.25,open,1.0
33026,1651.3,open,1.0
33027,1651.35,open,1.0
33028,1651.4,open,1.0
33029,1651.45,open,1.0
33030,1651.5,open,1.0
33031,1651.55,open,1.0
33032,1651.6,open,1.0
33033,1651.65,open,1.0
33034,1651.7,open,0.9991
33035,1651.75,close,0.9911
33036,1651.8,open,0.9959
33037,1651.85,open,1.0
33038,1651.9,open,1.0
33039,1651.95,open,1.0
33040,1652.0,open,1.0
33041,1652.05,open,1.0
33042,1652.1,open,1.0
33043,1652.15,open,1.0
33044,1652.2,open,1.0
33045,1652.25,open,1.0
33046,1652.3,open,1.0
33047,1652.35,open,1.0
33048,1652.4,open,1.0
33049,1652.45,open,1.0
33050,1652.5,open,1.0
33051,1652.55,open,1.0
33052,1652.6,open,1.0
33053,1652.65,open,1.0
33054,1652.7,open,1.0
33055,1652.75,open,1.0
33056,1652.8,open,1.0
33057,1652.85,open,1.0
33058,1652.9,open,1.0
33059,1652.95,open,1.0
33060,1653.0,open,0.9264
33061,1653.05,open,0.7638
33062,1653.1,open,1.0
33063,1653.15,open,1.0
33064,1653.2,open,1.0
33065,1653.25,open,1.0
33066,1653.3,open,1.0
33067,1653.35,open,1.0
33068,1653.4,open,1.0
33069,1653.45,open,1.0
33070,1653.5,open,1.0
33071,1653.55,open,1.0
33072,1653.6,open,1.0
33073,1653.65,open,1.0
33074,1653.7,open,1.0
33075,1653.75,open,1.0
33076,1653.8,open,1.0
33077,1653.85,open,1.0
33078,1653.9,open,1.0
33079,1653.95,open,1.0
33080,1654.0,open,1.0
33081,1654.05,open,1.0
33082,1654.1,open,1.0
33083,1654.15,open,1.0
33084,1654.2,open,0.9999
33085,1654.25,open,0.9999
33086,1654.3,open,0.9999
33087,1654.35,open,1.0
33088,1654.4,open,0.9999
33089,1654.45,open,0.9999
33090,1654.5,open,0.9999
33091,1654.55,open,0.9999
33092,1654.6,open,0.9999
33093,1654.65,open,0.9999
33094,1654.7,open,0.9999
33095,1654.75,open,0.9999
33096,1654.8,open,0.9999
33097,1654.85,open,0.9999
33098,1654.9,open,0.9999
33099,1654.95,open,0.9999
33100,1655.0,open,0.9999
33101,1655.05,open,0.9999
33102,1655.1,open,0.9999
33103,1655.15,open,0.9999
33104,1655.2,open,0.9999
33105,1655.25,open,0.9999
33106,1655.3,open,0.9999
33107,1655.35,open,1.0
33108,1655.4,open,0.9421
33109,1655.45,close,0.9768
33110,1655.5,open,0.9976
33111,1655.55,open,1.0
33112,1655.6,open,1.0
33113,1655.65,open,0.9999
33114,1655.7,open,0.9999
33115,1655.75,open,0.9999
33116,1655.8,open,0.9999
33117,1655.85,open,0.9999
33118,1655.9,open,0.9999
33119,1655.95,open,0.9999
33120,1656.0,open,0.9999
33121,1656.05,open,0.9999
33122,1656.1,open,0.9999
33123,1656.15,open,0.9999
33124,1656.2,open,0.9999
33125,1656.25,open,0.9999
33126,1656.3,open,0.9999
33127,1656.35,open,0.9999
33128,1656.4,open,0.9999
33129,1656.45,open,0.9999
33130,1656.5,open,0.9999
33131,1656.55,open,0.9999
33132,1656.6,open,1.0
33133,1656.65,close,0.771
33134,1656.7,close,0.9821
33135,1656.75,close,0.9311
33136,1656.8,open,0.9991
33137,1656.85,open,1.0
33138,1656.9,open,1.0
33139,1656.95,open,1.0
33140,1657.0,open,1.0
33141,1657.05,open,1.0
33142,1657.1,open,1.0
33143,1657.15,open,0.9999
33144,1657.2,open,0.9999
33145,1657.25,open,0.9999
33146,1657.3,open,0.9999
33147,1657.35,open,1.0
33148,1657.4,open,1.0
33149,1657.45,open,1.0
33150,1657.5,open,1.0
33151,1657.55,open,1.0
33152,1657.6,open,0.9999
33153,1657.65,open,1.0
33154,1657.7,open,1.0
33155,1657.75,open,1.0
33156,1657.8,open,0.9999
33157,1657.85,open,0.9999
33158,1657.9,open,0.9999
33159,1657.95,open,1.0
33160,1658.0,open,1.0
33161,1658.05,open,1.0
33162,1658.1,open,1.0
33163,1658.15,open,1.0
33164,1658.2,open,1.0
33165,1658.25,open,1.0
33166,1658.3,open,1.0
33167,1658.35,open,1.0
33168,1658.4,open,1.0
33169,1658.45,open,1.0
33170,1658.5,open,1.0
33171,1658.55,open,1.0
33172,1658.6,open,1.0
33173,1658.65,open,1.0
33174,1658.7,open,1.0
33175,1658.75,open,1.0
33176,1658.8,open,1.0
33177,1658.85,open,1.0
33178,1658.9,open,1.0
33179,1658.95,open,1.0
33180,1659.0,open,1.0
33181,1659.05,open,1.0
33182,1659.1,open,1.0
33183,1659.15,open,1.0
33184,1659.2,open,1.0
33185,1659.25,open,1.0
33186,1659.3,open,0.9938
33187,1659.35,close,0.9824
33188,1659.4,open,0.9819
33189,1659.45,open,1.0
33190,1659.5,open,1.0
33191,1659.55,open,1.0
33192,1659.6,open,1.0
33193,1659.65,open,1.0
33194,1659.7,open,1.0
33195,1659.75,open,1.0
33196,1659.8,open,1.0
33197,1659.85,open,1.0
33198,1659.9,open,1.0
33199,1659.95,open,1.0
33200,1660.0,open,1.0
33201,1660.05,open,1.0
33202,1660.1,open,1.0
33203,1660.15,open,1.0
33204,1660.2,open,1.0
33205,1660.25,open,1.0
33206,1660.3,open,1.0
33207,1660.35,open,1.0
33208,1660.4,open,1.0
33209,1660.45,open,1.0
33210,1660.5,open,1.0
33211,1660.55,open,1.0
33212,1660.6,open,1.0
33213,1660.65,open,1.0
33214,1660.7,open,1.0
33215,1660.75,open,1.0
33216,1660.8,open,1.0
33217,1660.85,open,1.0
33218,1660.9,open,1.0
33219,1660.95,open,1.0
33220,1661.0,open,1.0
33221,1661.05,open,1.0
33222,1661.1,open,0.5765
33223,1661.15,open,0.9987
33224,1661.2,open,1.0
33225,1661.25,open,1.0
33226,1661.3,open,1.0
33227,1661.35,open,1.0
33228,1661.4,open,1.0
33229,1661.45,open,1.0
33230,1661.5,open,1.0
33231,1661.55,open,1.0
33232,1661.6,open,1.0
33233,1661.65,open,1.0
33234,1661.7,open,1.0
33235,1661.75,open,1.0
33236,1661.8,open,1.0
33237,1661.85,open,1.0
33238,1661.9,open,1.0
33239,1661.95,open,1.0
33240,1662.0,open,1.0
33241,1662.05,open,1.0
33242,1662.1,open,1.0
33243,1662.15,open,1.0
33244,1662.2,open,1.0
33245,1662.25,open,1.0
33246,1662.3,open,1.0
33247,1662.35,open,1.0
33248,1662.4,open,1.0
33249,1662.45,open,1.0
33250,1662.5,open,1.0
33251,1662.55,open,1.0
33252,1662.6,open,1.0
33253,1662.65,open,1.0
33254,1662.7,open,1.0
33255,1662.75,open,1.0
33256,1662.8,open,1.0
33257,1662.85,open,1.0
33258,1662.9,open,1.0
33259,1662.95,open,1.0
33260,1663.0,open,1.0
33261,1663.05,open,1.0
33262,1663.1,open,1.0
33263,1663.15,open,1.0
33264,1663.2,open,1.0
33265,1663.25,open,1.0
33266,1663.3,open,1.0
33267,1663.35,open,1.0
33268,1663.4,open,1.0
33269,1663.45,open,1.0
33270,1663.5,open,1.0
33271,1663.55,open,1.0
33272,1663.6,open,1.0
33273,1663.65,open,1.0
33274,1663.7,open,0.9999
33275,1663.75,open,0.9999
33276,1663.8,open,0.9999
33277,1663.85,open,0.9999
33278,1663.9,open,0.9999
33279,1663.95,open,0.9999
33280,1664.0,open,0.9999
33281,1664.05,open,0.9999
33282,1664.1,open,0.9999
33283,1664.15,open,0.9999
33284,1664.2,open,1.0
33285,1664.25,open,0.9981
33286,1664.3,close,0.5699
33287,1664.35,open,0.9994
33288,1664.4,open,1.0
33289,1664.45,open,1.0
33290,1664.5,open,0.9999
33291,1664.55,open,0.9999
33292,1664.6,open,0.9999
33293,1664.65,open,0.9999
33294,1664.7,open,0.9999
33295,1664.75,open,0.9999
33296,1664.8,open,0.9999
33297,1664.85,open,0.9999
33298,1664.9,open,0.9999
33299,1664.95,open,0.9999
33300,1665.0,open,0.9999
33301,1665.05,open,0.9999
33302,1665.1,open,0.9999
33303,1665.15,open,0.9999
33304,1665.2,open,0.9999
33305,1665.25,open,0.9999
33306,1665.3,open,1.0
33307,1665.35,close,0.9883
33308,1665.4,close,0.9972
33309,1665.45,open,0.9988
33310,1665.5,open,1.0
33311,1665.55,open,0.9999
33312,1665.6,open,0.9999
33313,1665.65,open,0.9999
33314,1665.7,open,0.9999
33315,1665.75,open,0.9999
33316,1665.8,open,0.9999
33317,1665.85,open,0.9999
33318,1665.9,open,0.9999
33319,1665.95,open,0.9999
33320,1666.0,open,0.9999
33321,1666.05,open,1.0
33322,1666.1,open,1.0
33323,1666.15,open,1.0
33324,1666.2,open,1.0
33325,1666.25,open,1.0
33326,1666.3,open,1.0
33327,1666.35,open,1.0
33328,1666.4,open,1.0
33329,1666.45,open,1.0
33330,1666.5,open,0.9999
33331,1666.55,open,0.9999
33332,1666.6,open,0.9999
33333,1666.65,open,0.9999
33334,1666.7,open,0.9999
33335,1666.75,open,0.9999
33336,1666.8,open,0.9999
33337,1666.85,open,0.9999
33338,1666.9,open,0.9999
33339,1666.95,open,0.9999
33340,1667.0,open,1.0
33341,1667.05,open,0.9997
33342,1667.1,close,0.9979
33343,1667.15,close,0.9972
33344,1667.2,open,0.9681
33345,1667.25,open,1.0
33346,1667.3,open,1.0
33347,1667.35,open,1.0
33348,1667.4,open,0.9999
33349,1667.45,open,1.0
33350,1667.5,open,1.0
33351,1667.55,open,1.0
33352,1667.6,open,1.0
33353,1667.65,open,1.0
33354,1667.7,open,1.0
33355,1667.75,open,1.0
33356,1667.8,open,1.0
33357,1667.85,open,1.0
33358,1667.9,open,1.0
33359,1667.95,open,1.0
33360,1668.0,open,1.0
33361,1668.05,open,1.0
33362,1668.1,open,1.0
33363,1668.15,open,1.0
33364,1668.2,open,1.0
33365,1668.25,open,1.0
33366,1668.3,close,0.9853
33367,1668.35,close,0.9745
33368,1668.4,open,0.9992
33369,1668.45,open,1.0
33370,1668.5,open,1.0
33371,1668.55,open,1.0
33372,1668.6,open,1.0
33373,1668.65,open,1.0
33374,1668.7,open,1.0
33375,1668.75,open,1.0
33376,1668.8,open,1.0
33377,1668.85,open,1.0
33378,1668.9,open,1.0
33379,1668.95,open,1.0
33380,1669.0,open,1.0
33381,1669.05,open,1.0
33382,1669.1,open,1.0
33383,1669.15,open,1.0
33384,1669.2,open,1.0
33385,1669.25,open,1.0
33386,1669.3,open,1.0
33387,1669.35,open,1.0
33388,1669.4,open,1.0
33389,1669.45,open,1.0
33390,1669.5,open,1.0
33391,1669.55,open,1.0
33392,1669.6,open,1.0
33393,1669.65,open,1.0
33394,1669.7,open,1.0
33395,1669.75,open,1.0
33396,1669.8,open,1.0
33397,1669.85,open,1.0
33398,1669.9,open,1.0
33399,1669.95,open,1.0
33400,1670.0,open,1.0
33401,1670.05,open,1.0
33402,1670.1,open,1.0
33403,1670.15,close,0.8203
33404,1670.2,open,0.9998
33405,1670.25,open,1.0
33406,1670.3,open,1.0
33407,1670.35,open,1.0
33408,1670.4,open,1.0
33409,1670.45,open,1.0
33410,1670.5,open,1.0
33411,1670.55,open,1.0
33412,1670.6,open,1.0
33413,1670.65,open,1.0
33414,1670.7,open,1.0
33415,1670.75,open,1.0
33416,1670.8,open,1.0
33417,1670.85,open,1.0
33418,1670.9,open,1.0
33419,1670.95,open,1.0
33420,1671.0,open,1.0
33421,1671.05,open,1.0
33422,1671.1,open,1.0
33423,1671.15,open,1.0
33424,1671.2,open,1.0
33425,1671.25,open,1.0
33426,1671.3,open,1.0
33427,1671.35,open,1.0
33428,1671.4,open,0.9973
33429,1671.45,close,0.958
33430,1671.5,open,0.9976
33431,1671.55,open,1.0
33432,1671.6,open,1.0
33433,1671.65,open,1.0
33434,1671.7,open,1.0
33435,1671.75,open,0.9999
33436,1671.8,open,1.0
33437,1671.85,open,1.0
33438,1671.9,open,1.0
33439,1671.95,open,1.0
33440,1672.0,open,1.0
33441,1672.05,open,1.0
33442,1672.1,open,1.0
33443,1672.15,open,1.0
33444,1672.2,open,0.9999
33445,1672.25,open,1.0
33446,1672.3,open,1.0
33447,1672.35,open,1.0
33448,1672.4,open,1.0
33449,1672.45,open,1.0
33450,1672.5,open,1.0
33451,1672.55,open,1.0
33452,1672.6,open,1.0
33453,1672.65,open,0.9999
33454,1672.7,open,1.0
33455,1672.75,open,0.9999
33456,1672.8,open,0.9999
33457,1672.85,open,0.9999
33458,1672.9,open,0.9999
33459,1672.95,open,1.0
33460,1673.0,open,1.0
33461,1673.05,open,0.9999
33462,1673.1,open,0.9999
33463,1673.15,open,0.9999
33464,1673.2,open,0.9999
33465,1673.25,open,1.0
33466,1673.3,open,1.0
33467,1673.35,close,0.7936
33468,1673.4,open,0.9989
33469,1673.45,open,1.0
33470,1673.5,open,0.9999
33471,1673.55,open,0.9999
33472,1673.6,open,0.9999
33473,1673.65,open,0.9999
33474,1673.7,open,0.9999
33475,1673.75,open,0.9999
33476,1673.8,open,0.9999
33477,1673.85,open,0.9999
33478,1673.9,open,1.0
33479,1673.95,open,1.0
33480,1674.0,open,0.9999
33481,1674.05,open,0.9999
33482,1674.1,open,1.0
33483,1674.15,open,0.9999
33484,1674.2,open,1.0
33485,1674.25,open,1.0
33486,1674.3,open,1.0
33487,1674.35,open,1.0
33488,1674.4,open,1.0
33489,1674.45,open,1.0
33490,1674.5,open,0.9962
33491,1674.55,close,0.998
33492,1674.6,close,0.988
33493,1674.65,open,0.9997
33494,1674.7,open,1.0
33495,1674.75,open,1.0
33496,1674.8,open,1.0
33497,1674.85,open,1.0
33498,1674.9,open,1.0
33499,1674.95,open,1.0
33500,1675.0,open,1.0
33501,1675.05,open,1.0
33502,1675.1,open,1.0
33503,1675.15,open,1.0
33504,1675.2,open,1.0
33505,1675.25,open,1.0
33506,1675.3,open,1.0
33507,1675.35,open,1.0
33508,1675.4,open,1.0
33509,1675.45,open,1.0
33510,1675.5,open,1.0
33511,1675.55,open,1.0
33512,1675.6,open,1.0
33513,1675.65,open,1.0
33514,1675.7,open,1.0
33515,1675.75,open,1.0
33516,1675.8,open,1.0
33517,1675.85,open,0.9999
33518,1675.9,open,0.9999
33519,1675.95,open,0.9999
33520,1676.0,open,1.0
33521,1676.05,open,1.0
33522,1676.1,open,1.0
33523,1676.15,open,1.0
33524,1676.2,open,1.0
33525,1676.25,open,1.0
33526,1676.3,open,1.0
33527,1676.35,open,1.0
33528,1676.4,open,1.0
33529,1676.45,open,1.0
33530,1676.5,open,1.0
33531,1676.55,open,1.0
33532,1676.6,open,1.0
33533,1676.65,close,0.9932
33534,1676.7,close,0.991
33535,1676.75,close,0.8269
33536,1676.8,open,0.9998
33537,1676.85,open,1.0
33538,1676.9,open,1.0
33539,1676.95,open,1.0
33540,1677.0,open,1.0
33541,1677.05,open,1.0
33542,1677.1,open,1.0
33543,1677.15,open,1.0
33544,1677.2,open,1.0
33545,1677.25,open,1.0
33546,1677.3,open,1.0
33547,1677.35,open,1.0
33548,1677.4,open,1.0
33549,1677.45,open,1.0
33550,1677.5,open,1.0
33551,1677.55,open,1.0
33552,1677.6,open,1.0
33553,1677.65,open,1.0
33554,1677.7,open,1.0
33555,1677.75,open,1.0
33556,1677.8,open,1.0
33557,1677.85,open,1.0
33558,1677.9,open,1.0
33559,1677.95,open,1.0
33560,1678.0,open,1.0
33561,1678.05,open,1.0
33562,1678.1,open,0.9961
33563,1678.15,close,0.9927
33564,1678.2,close,0.883
33565,1678.25,open,0.9997
33566,1678.3,open,1.0
33567,1678.35,open,1.0
33568,1678.4,open,1.0
33569,1678.45,open,1.0
33570,1678.5,open,1.0
33571,1678.55,open,1.0
33572,1678.6,open,1.0
33573,1678.65,open,1.0
33574,1678.7,open,1.0
33575,1678.75,open,1.0
33576,1678.8,open,1.0
33577,1678.85,open,1.0
33578,1678.9,open,1.0
33579,1678.95,close,0.9898
33580,1679.0,close,0.9964
33581,1679.05,open,0.9996
33582,1679.1,open,1.0
33583,1679.15,open,1.0
33584,1679.2,open,1.0
33585,1679.25,open,1.0
33586,1679.3,open,1.0
33587,1679.35,open,1.0
33588,1679.4,open,1.0
33589,1679.45,open,1.0
33590,1679.5,open,1.0
33591,1679.55,open,1.0
33592,1679.6,open,1.0
33593,1679.65,open,1.0
33594,1679.7,open,1.0
33595,1679.75,open,1.0
33596,1679.8,open,1.0
33597,1679.85,open,1.0
33598,1679.9,open,1.0
33599,1679.95,open,1.0
33600,1680.0,open,1.0
33601,1680.05,open,1.0
33602,1680.1,open,1.0
33603,1680.15,open,1.0
33604,1680.2,open,1.0
33605,1680.25,close,0.8004
33606,1680.3,close,0.997
33607,1680.35,open,0.9926
33608,1680.4,open,1.0
33609,1680.45,open,1.0
33610,1680.5,open,1.0
33611,1680.55,open,1.0
33612,1680.6,open,1.0
33613,1680.65,open,1.0
33614,1680.7,open,1.0
33615,1680.75,open,1.0
33616,1680.8,open,1.0
33617,1680.85,open,1.0
33618,1680.9,open,1.0
33619,1680.95,open,1.0
33620,1681.0,open,1.0
33621,1681.05,open,0.5566
33622,1681.1,close,0.9971
33623,1681.15,close,0.5652
33624,1681.2,open,1.0
33625,1681.25,open,1.0
33626,1681.3,open,1.0
33627,1681.35,open,1.0
33628,1681.4,open,1.0
33629,1681.45,open,1.0
33630,1681.5,open,1.0
33631,1681.55,open,1.0
33632,1681.6,open,1.0
33633,1681.65,open,1.0
33634,1681.7,open,1.0
33635,1681.75,open,1.0
33636,1681.8,open,1.0
33637,1681.85,open,1.0
33638,1681.9,open,1.0
33639,1681.95,open,1.0
33640,1682.0,open,1.0
33641,1682.05,open,1.0
33642,1682.1,open,1.0
33643,1682.15,open,0.9862
33644,1682.2,close,0.8111
33645,1682.25,open,0.9999
33646,1682.3,open,1.0
33647,1682.35,open,1.0
33648,1682.4,open,1.0
33649,1682.45,open,1.0
33650,1682.5,open,1.0
33651,1682.55,open,1.0
33652,1682.6,open,1.0
33653,1682.65,open,1.0
33654,1682.7,open,1.0
33655,1682.75,open,1.0
33656,1682.8,open,1.0
33657,1682.85,open,1.0
33658,1682.9,open,1.0
33659,1682.95,open,1.0
33660,1683.0,open,1.0
33661,1683.05,open,1.0
33662,1683.1,open,1.0
33663,1683.15,open,1.0
33664,1683.2,open,1.0
33665,1683.25,open,1.0
33666,1683.3,open,1.0
33667,1683.35,open,0.9995
33668,1683.4,close,0.9764
33669,1683.45,open,0.9989
33670,1683.5,open,1.0
33671,1683.55,open,1.0
33672,1683.6,open,1.0
33673,1683.65,open,1.0
33674,1683.7,open,1.0
33675,1683.75,open,1.0
33676,1683.8,open,1.0
33677,1683.85,open,1.0
33678,1683.9,open,1.0
33679,1683.95,open,1.0
33680,1684.0,open,1.0
33681,1684.05,open,1.0
33682,1684.1,open,1.0
33683,1684.15,open,1.0
33684,1684.2,open,1.0
33685,1684.25,open,1.0
33686,1684.3,open,1.0
33687,1684.35,open,1.0
33688,1684.4,open,1.0
33689,1684.45,open,1.0
33690,1684.5,open,1.0
33691,1684.55,open,1.0
33692,1684.6,open,1.0
33693,1684.65,open,0.7252
33694,1684.7,close,0.7914
33695,1684.75,open,0.9997
33696,1684.8,open,1.0
33697,1684.85,open,1.0
33698,1684.9,open,1.0
33699,1684.95,open,1.0
33700,1685.0,open,1.0
33701,1685.05,open,1.0
33702,1685.1,open,1.0
33703,1685.15,open,1.0
33704,1685.2,open,1.0
33705,1685.25,open,1.0
33706,1685.3,open,1.0
33707,1685.35,open,1.0
33708,1685.4,open,1.0
33709,1685.45,open,1.0
33710,1685.5,open,1.0
33711,1685.55,open,1.0
33712,1685.6,open,1.0
33713,1685.65,open,1.0
33714,1685.7,open,1.0
33715,1685.75,open,1.0
33716,1685.8,open,1.0
33717,1685.85,open,1.0
33718,1685.9,open,1.0
33719,1685.95,open,1.0
33720,1686.0,open,0.9995
33721,1686.05,close,0.6932
33722,1686.1,open,0.9997
33723,1686.15,open,1.0
33724,1686.2,open,1.0
33725,1686.25,open,1.0
33726,1686.3,open,1.0
33727,1686.35,open,1.0
33728,1686.4,open,1.0
33729,1686.45,open,1.0
33730,1686.5,open,1.0
33731,1686.55,open,1.0
33732,1686.6,open,1.0
33733,1686.65,open,1.0
33734,1686.7,open,1.0
33735,1686.75,open,1.0
33736,1686.8,open,1.0
33737,1686.85,open,1.0
33738,1686.9,open,1.0
33739,1686.95,open,1.0
33740,1687.0,open,1.0
33741,1687.05,open,0.9916
33742,1687.1,close,0.9975
33743,1687.15,close,0.9906
33744,1687.2,open,0.9269
33745,1687.25,open,0.9994
33746,1687.3,open,0.9998
33747,1687.35,open,0.9999
33748,1687.4,open,1.0
33749,1687.45,open,0.9999
33750,1687.5,open,1.0
33751,1687.55,open,1.0
33752,1687.6,open,1.0
33753,1687.65,open,1.0
33754,1687.7,open,1.0
33755,1687.75,close,0.9943
33756,1687.8,close,0.7948
33757,1687.85,open,0.9998
33758,1687.9,open,1.0
33759,1687.95,open,1.0
33760,1688.0,open,1.0
33761,1688.05,open,1.0
33762,1688.1,open,1.0
33763,1688.15,open,1.0
33764,1688.2,open,1.0
33765,1688.25,open,1.0
33766,1688.3,open,1.0
33767,1688.35,open,1.0
33768,1688.4,open,1.0
33769,1688.45,open,1.0
33770,1688.5,open,1.0
33771,1688.55,open,1.0
33772,1688.6,open,1.0
33773,1688.65,open,0.9996
33774,1688.7,close,0.9847
33775,1688.75,open,0.9986
33776,1688.8,open,1.0
33777,1688.85,open,1.0
33778,1688.9,open,1.0
33779,1688.95,open,1.0
33780,1689.0,open,1.0
33781,1689.05,open,1.0
33782,1689.1,open,1.0
33783,1689.15,open,1.0
33784,1689.2,open,1.0
33785,1689.25,open,1.0
33786,1689.3,open,1.0
33787,1689.35,open,1.0
33788,1689.4,open,1.0
33789,1689.45,open,1.0
33790,1689.5,close,0.9723
33791,1689.55,close,0.9954
33792,1689.6,close,0.7869
33793,1689.65,open,0.9997
33794,1689.7,open,1.0
33795,1689.75,open,1.0
33796,1689.8,open,1.0
33797,1689.85,open,1.0
33798,1689.9,open,1.0
33799,1689.95,open,1.0
33800,1690.0,open,1.0
33801,1690.05,open,1.0
33802,1690.1,open,1.0
33803,1690.15,open,1.0
33804,1690.2,open,1.0
33805,1690.25,open,1.0
33806,1690.3,open,1.0
33807,1690.35,open,1.0
33808,1690.4,open,1.0
33809,1690.45,open,1.0
33810,1690.5,open,1.0
33811,1690.55,open,1.0
33812,1690.6,open,1.0
33813,1690.65,open,1.0
33814,1690.7,open,1.0
33815,1690.75,open,1.0
33816,1690.8,open,1.0
33817,1690.85,open,1.0
33818,1690.9,open,1.0
33819,1690.95,open,1.0
33820,1691.0,open,1.0
33821,1691.05,open,1.0
33822,1691.1,open,1.0
33823,1691.15,open,1.0
33824,1691.2,open,1.0
33825,1691.25,open,1.0
33826,1691.3,open,1.0
33827,1691.35,open,0.9998
33828,1691.4,close,0.9873
33829,1691.45,close,0.9124
33830,1691.5,open,0.9992
33831,1691.55,open,1.0
33832,1691.6,open,1.0
